Sequence.Name	GenBank.Accn	RefSeq.Accn	Sequence.Length	Chr
C17367325	AOGC01085655.1	NW_013192463.1	223	6800
C17367241	AOGC01085656.1	NW_013192466.1	223	6801
C17367973	AOGC01085657.1	NW_013192469.1	223	6802
C17368067	AOGC01085658.1	NW_013192452.1	223	6803
C17368081	AOGC01085659.1	NW_013192467.1	223	6804
C17368727	AOGC01085660.1	NW_013192450.1	223	6805
C17368109	AOGC01085661.1	NW_013192472.1	223	6806
C17368683	AOGC01085662.1	NW_013192449.1	223	6807
C17368797	AOGC01085663.1	NW_013192470.1	223	6808
C17368811	AOGC01085664.1	NW_013192471.1	223	6809
C17368893	AOGC01085665.1	NW_013192473.1	223	6810
C17369095	AOGC01085666.1	NW_013192457.1	223	6811
C17369179	AOGC01085667.1	NW_013192458.1	223	6812
C17369193	AOGC01085668.1	NW_013192454.1	223	6813
C17369419	AOGC01085669.1	NW_013192461.1	223	6814
C17369451	AOGC01085670.1	NW_013192462.1	223	6815
C17369403	AOGC01085671.1	NW_013192459.1	223	6816
C17368963	AOGC01085672.1	NW_013192453.1	223	6817
C17369615	AOGC01085673.1	NW_013192474.1	223	6818
C17369439	AOGC01085674.1	NW_013192456.1	223	6819
C17369843	AOGC01085675.1	NW_013192451.1	223	6820
C17369803	AOGC01085676.1	NW_013192475.1	223	6821
C17369639	AOGC01085677.1	NW_013192460.1	223	6822
C17369855	AOGC01085678.1	NW_013192464.1	223	6823
scaffold310	AOGC01062877.1	NW_013192496.1	222	6824
scaffold818	AOGC01082619.1	NW_013192476.1	222	6825
scaffold1269	AOGC01084415.1	NW_013192501.1	222	6826
C17364191	AOGC01085629.1	NW_013192488.1	222	6827
C17364971	AOGC01085630.1	NW_013192489.1	222	6828
C17365169	AOGC01085631.1	NW_013192486.1	222	6829
C17364745	AOGC01085632.1	NW_013192497.1	222	6830
C17365165	AOGC01085633.1	NW_013192477.1	222	6831
C17365351	AOGC01085634.1	NW_013192481.1	222	6832
C17365299	AOGC01085635.1	NW_013192491.1	222	6833
C17365197	AOGC01085636.1	NW_013192480.1	222	6834
C17365963	AOGC01085637.1	NW_013192478.1	222	6835
C17366145	AOGC01085638.1	NW_013192503.1	222	6836
C17366009	AOGC01085639.1	NW_013192494.1	222	6837
C17365573	AOGC01085640.1	NW_013192498.1	222	6838
C17365839	AOGC01085641.1	NW_013192495.1	222	6839
C17366155	AOGC01085642.1	NW_013192483.1	222	6840
C17366189	AOGC01085643.1	NW_013192493.1	222	6841
C17366249	AOGC01085644.1	NW_013192502.1	222	6842
C17366243	AOGC01085645.1	NW_013192500.1	222	6843
C17366541	AOGC01085646.1	NW_013192487.1	222	6844
C17366605	AOGC01085647.1	NW_013192492.1	222	6845
C17366665	AOGC01085648.1	NW_013192490.1	222	6846
C17366381	AOGC01085649.1	NW_013192485.1	222	6847
C17366775	AOGC01085650.1	NW_013192479.1	222	6848
C17366757	AOGC01085651.1	NW_013192482.1	222	6849
C17366955	AOGC01085652.1	NW_013192499.1	222	6850
C17367103	AOGC01085653.1	NW_013192484.1	222	6851
C17361505	AOGC01085600.1	NW_013192527.1	221	6852
C17361553	AOGC01085603.1	NW_013192525.1	221	6853
C17361515	AOGC01085604.1	NW_013192504.1	221	6854
C17361715	AOGC01085605.1	NW_013192515.1	221	6855
C17361769	AOGC01085606.1	NW_013192521.1	221	6856
C17361663	AOGC01085607.1	NW_013192508.1	221	6857
C17361791	AOGC01085608.1	NW_013192513.1	221	6858
C17362035	AOGC01085610.1	NW_013192518.1	221	6859
C17362113	AOGC01085611.1	NW_013192516.1	221	6860
C17361859	AOGC01085612.1	NW_013192524.1	221	6861
C17362237	AOGC01085613.1	NW_013192506.1	221	6862
C17362291	AOGC01085614.1	NW_013192512.1	221	6863
C17362261	AOGC01085615.1	NW_013192510.1	221	6864
C17362555	AOGC01085616.1	NW_013192528.1	221	6865
C17362837	AOGC01085617.1	NW_013192509.1	221	6866
C17362759	AOGC01085618.1	NW_013192505.1	221	6867
C17362371	AOGC01085619.1	NW_013192507.1	221	6868
C17363391	AOGC01085620.1	NW_013192519.1	221	6869
C17363377	AOGC01085621.1	NW_013192520.1	221	6870
C17362907	AOGC01085622.1	NW_013192522.1	221	6871
C17363437	AOGC01085623.1	NW_013192526.1	221	6872
C17363569	AOGC01085624.1	NW_013192514.1	221	6873
C17362817	AOGC01085625.1	NW_013192511.1	221	6874
C17363879	AOGC01085626.1	NW_013192517.1	221	6875
C17363521	AOGC01085627.1	NW_013192523.1	221	6876
C17364041	AOGC01085628.1	NW_013192529.1	221	6877
C17358551	AOGC01085577.1	NW_013192540.1	220	6878
C17358701	AOGC01085578.1	NW_013192550.1	220	6879
C17358535	AOGC01085579.1	NW_013192549.1	220	6880
C17358565	AOGC01085580.1	NW_013192539.1	220	6881
C17358875	AOGC01085581.1	NW_013192546.1	220	6882
C17358555	AOGC01085582.1	NW_013192537.1	220	6883
C17358873	AOGC01085583.1	NW_013192530.1	220	6884
C17359265	AOGC01085584.1	NW_013192536.1	220	6885
C17359357	AOGC01085585.1	NW_013192541.1	220	6886
C17359767	AOGC01085586.1	NW_013192534.1	220	6887
C17359733	AOGC01085587.1	NW_013192552.1	220	6888
C17359613	AOGC01085588.1	NW_013192547.1	220	6889
C17358885	AOGC01085589.1	NW_013192542.1	220	6890
C17359773	AOGC01085590.1	NW_013192545.1	220	6891
C17359969	AOGC01085591.1	NW_013192548.1	220	6892
C17359851	AOGC01085592.1	NW_013192553.1	220	6893
C17360011	AOGC01085593.1	NW_013192544.1	220	6894
C17359983	AOGC01085594.1	NW_013192532.1	220	6895
C17360003	AOGC01085595.1	NW_013192554.1	220	6896
C17360599	AOGC01085596.1	NW_013192531.1	220	6897
C17360779	AOGC01085597.1	NW_013192555.1	220	6898
C17360721	AOGC01085598.1	NW_013192535.1	220	6899
C17361083	AOGC01085599.1	NW_013192543.1	220	6900
C17361221	AOGC01085601.1	NW_013192538.1	220	6901
C17360345	AOGC01085602.1	NW_013192551.1	220	6902
C17360693	AOGC01085609.1	NW_013192533.1	220	6903
scaffold1228	AOGC01084348.1	NW_013192559.1	219	6904
scaffold1311	AOGC01084467.1	NW_013192581.1	219	6905
C17355735	AOGC01085544.1	NW_013192565.1	219	6906
C17355535	AOGC01085545.1	NW_013192572.1	219	6907
C17355993	AOGC01085547.1	NW_013192561.1	219	6908
C17356235	AOGC01085548.1	NW_013192562.1	219	6909
C17356319	AOGC01085549.1	NW_013192586.1	219	6910
C17356389	AOGC01085550.1	NW_013192556.1	219	6911
C17355745	AOGC01085551.1	NW_013192571.1	219	6912
C17356383	AOGC01085552.1	NW_013192566.1	219	6913
C17356107	AOGC01085553.1	NW_013192585.1	219	6914
C17356553	AOGC01085554.1	NW_013192575.1	219	6915
C17356449	AOGC01085555.1	NW_013192569.1	219	6916
C17356613	AOGC01085556.1	NW_013192564.1	219	6917
C17356743	AOGC01085557.1	NW_013192589.1	219	6918
C17356889	AOGC01085558.1	NW_013192576.1	219	6919
C17356943	AOGC01085559.1	NW_013192568.1	219	6920
C17356671	AOGC01085560.1	NW_013192582.1	219	6921
C17356959	AOGC01085561.1	NW_013192574.1	219	6922
C17356953	AOGC01085562.1	NW_013192560.1	219	6923
C17357699	AOGC01085563.1	NW_013192588.1	219	6924
C17357179	AOGC01085564.1	NW_013192567.1	219	6925
C17357701	AOGC01085565.1	NW_013192579.1	219	6926
C17356989	AOGC01085566.1	NW_013192580.1	219	6927
C17357797	AOGC01085567.1	NW_013192584.1	219	6928
C17357137	AOGC01085568.1	NW_013192578.1	219	6929
C17358039	AOGC01085569.1	NW_013192573.1	219	6930
C17357865	AOGC01085570.1	NW_013192583.1	219	6931
C17357713	AOGC01085571.1	NW_013192577.1	219	6932
C17358123	AOGC01085572.1	NW_013192570.1	219	6933
C17357853	AOGC01085573.1	NW_013192557.1	219	6934
C17358349	AOGC01085574.1	NW_013192563.1	219	6935
C17358415	AOGC01085575.1	NW_013192558.1	219	6936
C17358437	AOGC01085576.1	NW_013192587.1	219	6937
scaffold993	AOGC01083840.1	NW_013192601.1	218	6938
scaffold1070	AOGC01084025.1	NW_013192610.1	218	6939
C17352617	AOGC01085513.1	NW_013192623.1	218	6940
C17352559	AOGC01085514.1	NW_013192614.1	218	6941
C17352813	AOGC01085515.1	NW_013192593.1	218	6942
C17353149	AOGC01085516.1	NW_013192597.1	218	6943
C17352809	AOGC01085517.1	NW_013192600.1	218	6944
C17353183	AOGC01085518.1	NW_013192606.1	218	6945
C17353121	AOGC01085519.1	NW_013192607.1	218	6946
C17353233	AOGC01085520.1	NW_013192618.1	218	6947
C17353281	AOGC01085521.1	NW_013192590.1	218	6948
C17353429	AOGC01085522.1	NW_013192612.1	218	6949
C17353667	AOGC01085523.1	NW_013192609.1	218	6950
C17353999	AOGC01085524.1	NW_013192605.1	218	6951
C17353697	AOGC01085525.1	NW_013192598.1	218	6952
C17353859	AOGC01085526.1	NW_013192620.1	218	6953
C17353767	AOGC01085527.1	NW_013192616.1	218	6954
C17354087	AOGC01085528.1	NW_013192603.1	218	6955
C17354603	AOGC01085529.1	NW_013192592.1	218	6956
C17354539	AOGC01085530.1	NW_013192615.1	218	6957
C17354913	AOGC01085531.1	NW_013192604.1	218	6958
C17354825	AOGC01085532.1	NW_013192617.1	218	6959
C17354649	AOGC01085533.1	NW_013192596.1	218	6960
C17355057	AOGC01085534.1	NW_013192613.1	218	6961
C17354179	AOGC01085535.1	NW_013192595.1	218	6962
C17355083	AOGC01085536.1	NW_013192591.1	218	6963
C17354971	AOGC01085537.1	NW_013192619.1	218	6964
C17355069	AOGC01085538.1	NW_013192608.1	218	6965
C17355245	AOGC01085539.1	NW_013192599.1	218	6966
C17355303	AOGC01085540.1	NW_013192602.1	218	6967
C17355163	AOGC01085541.1	NW_013192611.1	218	6968
C17355211	AOGC01085542.1	NW_013192622.1	218	6969
C17355395	AOGC01085543.1	NW_013192621.1	218	6970
C17355491	AOGC01085546.1	NW_013192594.1	218	6971
scaffold683	AOGC01081319.1	NW_013192636.1	217	6972
C17350091	AOGC01085485.1	NW_013192648.1	217	6973
C17350117	AOGC01085486.1	NW_013192625.1	217	6974
C17350141	AOGC01085488.1	NW_013192639.1	217	6975
C17350603	AOGC01085489.1	NW_013192628.1	217	6976
C17350861	AOGC01085491.1	NW_013192646.1	217	6977
C17351051	AOGC01085492.1	NW_013192634.1	217	6978
C17350739	AOGC01085493.1	NW_013192649.1	217	6979
C17351319	AOGC01085494.1	NW_013192632.1	217	6980
C17351343	AOGC01085495.1	NW_013192643.1	217	6981
C17351385	AOGC01085496.1	NW_013192642.1	217	6982
C17351353	AOGC01085497.1	NW_013192635.1	217	6983
C17351459	AOGC01085498.1	NW_013192645.1	217	6984
C17351729	AOGC01085499.1	NW_013192641.1	217	6985
C17351547	AOGC01085500.1	NW_013192640.1	217	6986
C17352119	AOGC01085501.1	NW_013192627.1	217	6987
C17351647	AOGC01085502.1	NW_013192626.1	217	6988
C17351633	AOGC01085503.1	NW_013192630.1	217	6989
C17352189	AOGC01085504.1	NW_013192631.1	217	6990
C17352361	AOGC01085505.1	NW_013192638.1	217	6991
C17351773	AOGC01085506.1	NW_013192633.1	217	6992
C17352411	AOGC01085507.1	NW_013192644.1	217	6993
C17352369	AOGC01085508.1	NW_013192650.1	217	6994
C17352405	AOGC01085509.1	NW_013192629.1	217	6995
C17352517	AOGC01085510.1	NW_013192647.1	217	6996
C17352451	AOGC01085511.1	NW_013192624.1	217	6997
C17352511	AOGC01085512.1	NW_013192637.1	217	6998
scaffold1047	AOGC01083960.1	NW_013192682.1	216	6999
C17346895	AOGC01085448.1	NW_013192663.1	216	7000
C17346779	AOGC01085450.1	NW_013192679.1	216	7001
C17347363	AOGC01085452.1	NW_013192667.1	216	7002
C17347565	AOGC01085453.1	NW_013192681.1	216	7003
C17347121	AOGC01085454.1	NW_013192661.1	216	7004
C17347583	AOGC01085455.1	NW_013192671.1	216	7005
C17347617	AOGC01085456.1	NW_013192678.1	216	7006
C17347383	AOGC01085457.1	NW_013192655.1	216	7007
C17347873	AOGC01085458.1	NW_013192672.1	216	7008
C17347775	AOGC01085459.1	NW_013192688.1	216	7009
C17347675	AOGC01085460.1	NW_013192683.1	216	7010
C17348043	AOGC01085461.1	NW_013192660.1	216	7011
C17347991	AOGC01085462.1	NW_013192677.1	216	7012
C17348269	AOGC01085463.1	NW_013192657.1	216	7013
C17348299	AOGC01085464.1	NW_013192680.1	216	7014
C17347757	AOGC01085465.1	NW_013192669.1	216	7015
C17348439	AOGC01085466.1	NW_013192666.1	216	7016
C17348357	AOGC01085467.1	NW_013192670.1	216	7017
C17348505	AOGC01085468.1	NW_013192665.1	216	7018
C17348421	AOGC01085469.1	NW_013192664.1	216	7019
C17348535	AOGC01085470.1	NW_013192668.1	216	7020
C17348545	AOGC01085471.1	NW_013192654.1	216	7021
C17348615	AOGC01085472.1	NW_013192687.1	216	7022
C17348643	AOGC01085473.1	NW_013192674.1	216	7023
C17348625	AOGC01085474.1	NW_013192652.1	216	7024
C17348839	AOGC01085475.1	NW_013192656.1	216	7025
C17349129	AOGC01085476.1	NW_013192675.1	216	7026
C17348733	AOGC01085477.1	NW_013192686.1	216	7027
C17348699	AOGC01085478.1	NW_013192658.1	216	7028
C17348969	AOGC01085479.1	NW_013192651.1	216	7029
C17349177	AOGC01085480.1	NW_013192673.1	216	7030
C17349203	AOGC01085481.1	NW_013192684.1	216	7031
C17349187	AOGC01085482.1	NW_013192659.1	216	7032
C17349339	AOGC01085483.1	NW_013192676.1	216	7033
C17349379	AOGC01085484.1	NW_013192653.1	216	7034
C17349605	AOGC01085487.1	NW_013192662.1	216	7035
C17349329	AOGC01085490.1	NW_013192685.1	216	7036
scaffold1319	AOGC01084485.1	NW_013192694.1	215	7037
C17344009	AOGC01085424.1	NW_013192698.1	215	7038
C17344185	AOGC01085425.1	NW_013192705.1	215	7039
C17344401	AOGC01085426.1	NW_013192704.1	215	7040
C17344477	AOGC01085427.1	NW_013192707.1	215	7041
C17344551	AOGC01085428.1	NW_013192708.1	215	7042
C17344321	AOGC01085429.1	NW_013192690.1	215	7043
C17344155	AOGC01085430.1	NW_013192710.1	215	7044
C17344705	AOGC01085431.1	NW_013192689.1	215	7045
C17344957	AOGC01085432.1	NW_013192693.1	215	7046
C17344917	AOGC01085433.1	NW_013192713.1	215	7047
C17345039	AOGC01085434.1	NW_013192697.1	215	7048
C17345355	AOGC01085435.1	NW_013192714.1	215	7049
C17345331	AOGC01085436.1	NW_013192703.1	215	7050
C17345865	AOGC01085437.1	NW_013192712.1	215	7051
C17345837	AOGC01085438.1	NW_013192692.1	215	7052
C17345521	AOGC01085439.1	NW_013192695.1	215	7053
C17345801	AOGC01085440.1	NW_013192699.1	215	7054
C17346373	AOGC01085441.1	NW_013192700.1	215	7055
C17345923	AOGC01085442.1	NW_013192691.1	215	7056
C17345963	AOGC01085443.1	NW_013192709.1	215	7057
C17346379	AOGC01085444.1	NW_013192696.1	215	7058
C17346439	AOGC01085445.1	NW_013192715.1	215	7059
C17346409	AOGC01085446.1	NW_013192706.1	215	7060
C17346541	AOGC01085447.1	NW_013192711.1	215	7061
C17346571	AOGC01085449.1	NW_013192702.1	215	7062
C17346627	AOGC01085451.1	NW_013192701.1	215	7063
scaffold968	AOGC01083689.1	NW_013192734.1	214	7064
C17340759	AOGC01085392.1	NW_013192720.1	214	7065
C17341265	AOGC01085394.1	NW_013192740.1	214	7066
C17340815	AOGC01085395.1	NW_013192744.1	214	7067
C17341017	AOGC01085396.1	NW_013192730.1	214	7068
C17341541	AOGC01085397.1	NW_013192735.1	214	7069
C17341559	AOGC01085398.1	NW_013192736.1	214	7070
C17341349	AOGC01085399.1	NW_013192747.1	214	7071
C17341615	AOGC01085400.1	NW_013192746.1	214	7072
C17341599	AOGC01085401.1	NW_013192722.1	214	7073
C17341711	AOGC01085402.1	NW_013192743.1	214	7074
C17341921	AOGC01085403.1	NW_013192745.1	214	7075
C17341895	AOGC01085404.1	NW_013192719.1	214	7076
C17341629	AOGC01085405.1	NW_013192739.1	214	7077
C17341933	AOGC01085406.1	NW_013192727.1	214	7078
C17342517	AOGC01085407.1	NW_013192729.1	214	7079
C17342407	AOGC01085408.1	NW_013192732.1	214	7080
C17342157	AOGC01085409.1	NW_013192718.1	214	7081
C17342657	AOGC01085410.1	NW_013192723.1	214	7082
C17342935	AOGC01085411.1	NW_013192721.1	214	7083
C17342703	AOGC01085412.1	NW_013192733.1	214	7084
C17343051	AOGC01085413.1	NW_013192726.1	214	7085
C17343449	AOGC01085414.1	NW_013192728.1	214	7086
C17343045	AOGC01085415.1	NW_013192731.1	214	7087
C17342583	AOGC01085416.1	NW_013192738.1	214	7088
C17343119	AOGC01085417.1	NW_013192716.1	214	7089
C17343489	AOGC01085418.1	NW_013192741.1	214	7090
C17343451	AOGC01085419.1	NW_013192724.1	214	7091
C17343729	AOGC01085420.1	NW_013192725.1	214	7092
C17343593	AOGC01085421.1	NW_013192737.1	214	7093
C17343619	AOGC01085422.1	NW_013192742.1	214	7094
C17343789	AOGC01085423.1	NW_013192717.1	214	7095
scaffold919	AOGC01083178.1	NW_013192775.1	213	7096
scaffold1406	AOGC01084621.1	NW_013192763.1	213	7097
C17337981	AOGC01085361.1	NW_013192749.1	213	7098
C17337889	AOGC01085362.1	NW_013192756.1	213	7099
C17338037	AOGC01085365.1	NW_013192757.1	213	7100
C17338129	AOGC01085366.1	NW_013192770.1	213	7101
C17338201	AOGC01085367.1	NW_013192769.1	213	7102
C17338389	AOGC01085368.1	NW_013192753.1	213	7103
C17338399	AOGC01085369.1	NW_013192759.1	213	7104
C17338361	AOGC01085370.1	NW_013192771.1	213	7105
C17338701	AOGC01085371.1	NW_013192764.1	213	7106
C17338559	AOGC01085372.1	NW_013192762.1	213	7107
C17338871	AOGC01085373.1	NW_013192755.1	213	7108
C17339061	AOGC01085374.1	NW_013192766.1	213	7109
C17338717	AOGC01085375.1	NW_013192760.1	213	7110
C17338945	AOGC01085376.1	NW_013192761.1	213	7111
C17339191	AOGC01085377.1	NW_013192776.1	213	7112
C17339595	AOGC01085378.1	NW_013192758.1	213	7113
C17339289	AOGC01085379.1	NW_013192767.1	213	7114
C17339335	AOGC01085380.1	NW_013192773.1	213	7115
C17339673	AOGC01085381.1	NW_013192765.1	213	7116
C17339605	AOGC01085382.1	NW_013192748.1	213	7117
C17339607	AOGC01085383.1	NW_013192777.1	213	7118
C17339259	AOGC01085384.1	NW_013192779.1	213	7119
C17339899	AOGC01085385.1	NW_013192754.1	213	7120
C17339711	AOGC01085386.1	NW_013192778.1	213	7121
C17339885	AOGC01085387.1	NW_013192750.1	213	7122
C17340459	AOGC01085388.1	NW_013192772.1	213	7123
C17340409	AOGC01085389.1	NW_013192768.1	213	7124
C17340603	AOGC01085390.1	NW_013192752.1	213	7125
C17340517	AOGC01085391.1	NW_013192751.1	213	7126
C17340351	AOGC01085393.1	NW_013192774.1	213	7127
scaffold1244	AOGC01084380.1	NW_013192781.1	212	7128
C17334863	AOGC01085334.1	NW_013192783.1	212	7129
C17335059	AOGC01085335.1	NW_013192784.1	212	7130
C17335103	AOGC01085336.1	NW_013192786.1	212	7131
C17335289	AOGC01085337.1	NW_013192785.1	212	7132
C17335007	AOGC01085338.1	NW_013192789.1	212	7133
C17335613	AOGC01085340.1	NW_013192787.1	212	7134
C17335721	AOGC01085341.1	NW_013192803.1	212	7135
C17335703	AOGC01085342.1	NW_013192791.1	212	7136
C17335901	AOGC01085343.1	NW_013192780.1	212	7137
C17335839	AOGC01085344.1	NW_013192798.1	212	7138
C17336031	AOGC01085345.1	NW_013192790.1	212	7139
C17336007	AOGC01085346.1	NW_013192792.1	212	7140
C17335991	AOGC01085347.1	NW_013192796.1	212	7141
C17336049	AOGC01085348.1	NW_013192788.1	212	7142
C17335607	AOGC01085349.1	NW_013192797.1	212	7143
C17336197	AOGC01085350.1	NW_013192795.1	212	7144
C17336119	AOGC01085351.1	NW_013192793.1	212	7145
C17336161	AOGC01085352.1	NW_013192807.1	212	7146
C17336301	AOGC01085353.1	NW_013192800.1	212	7147
C17336467	AOGC01085354.1	NW_013192804.1	212	7148
C17336945	AOGC01085355.1	NW_013192799.1	212	7149
C17336755	AOGC01085356.1	NW_013192806.1	212	7150
C17337081	AOGC01085357.1	NW_013192805.1	212	7151
C17336975	AOGC01085358.1	NW_013192802.1	212	7152
C17337449	AOGC01085359.1	NW_013192794.1	212	7153
C17337131	AOGC01085360.1	NW_013192782.1	212	7154
C17337459	AOGC01085363.1	NW_013192808.1	212	7155
C17337333	AOGC01085364.1	NW_013192801.1	212	7156
C17331841	AOGC01085297.1	NW_013192841.1	211	7157
C17332047	AOGC01085298.1	NW_013192809.1	211	7158
C17332049	AOGC01085299.1	NW_013192843.1	211	7159
C17332289	AOGC01085301.1	NW_013192817.1	211	7160
C17332357	AOGC01085302.1	NW_013192838.1	211	7161
C17332501	AOGC01085303.1	NW_013192844.1	211	7162
C17332439	AOGC01085304.1	NW_013192813.1	211	7163
C17332759	AOGC01085305.1	NW_013192821.1	211	7164
C17332195	AOGC01085306.1	NW_013192810.1	211	7165
C17333157	AOGC01085307.1	NW_013192829.1	211	7166
C17333081	AOGC01085308.1	NW_013192824.1	211	7167
C17333227	AOGC01085309.1	NW_013192845.1	211	7168
C17333253	AOGC01085310.1	NW_013192832.1	211	7169
C17333203	AOGC01085311.1	NW_013192812.1	211	7170
C17333291	AOGC01085312.1	NW_013192814.1	211	7171
C17333405	AOGC01085313.1	NW_013192831.1	211	7172
C17333677	AOGC01085314.1	NW_013192828.1	211	7173
C17333707	AOGC01085315.1	NW_013192815.1	211	7174
C17333375	AOGC01085316.1	NW_013192830.1	211	7175
C17332889	AOGC01085317.1	NW_013192827.1	211	7176
C17333945	AOGC01085318.1	NW_013192840.1	211	7177
C17333803	AOGC01085319.1	NW_013192842.1	211	7178
C17334051	AOGC01085320.1	NW_013192823.1	211	7179
C17334081	AOGC01085321.1	NW_013192816.1	211	7180
C17334041	AOGC01085322.1	NW_013192837.1	211	7181
C17334203	AOGC01085323.1	NW_013192819.1	211	7182
C17334091	AOGC01085324.1	NW_013192836.1	211	7183
C17334235	AOGC01085325.1	NW_013192835.1	211	7184
C17334217	AOGC01085326.1	NW_013192833.1	211	7185
C17334363	AOGC01085327.1	NW_013192825.1	211	7186
C17333923	AOGC01085328.1	NW_013192822.1	211	7187
C17334471	AOGC01085329.1	NW_013192839.1	211	7188
C17334453	AOGC01085330.1	NW_013192818.1	211	7189
C17334531	AOGC01085331.1	NW_013192811.1	211	7190
C17334551	AOGC01085332.1	NW_013192834.1	211	7191
C17334683	AOGC01085333.1	NW_013192826.1	211	7192
C17334261	AOGC01085339.1	NW_013192820.1	211	7193
C17328767	AOGC01085262.1	NW_013192866.1	210	7194
C17328781	AOGC01085264.1	NW_013192863.1	210	7195
C17328913	AOGC01085266.1	NW_013192878.1	210	7196
C17328893	AOGC01085267.1	NW_013192869.1	210	7197
C17328827	AOGC01085268.1	NW_013192879.1	210	7198
C17329131	AOGC01085269.1	NW_013192877.1	210	7199
C17329225	AOGC01085270.1	NW_013192875.1	210	7200
C17329359	AOGC01085271.1	NW_013192870.1	210	7201
C17329661	AOGC01085272.1	NW_013192847.1	210	7202
C17329353	AOGC01085273.1	NW_013192874.1	210	7203
C17329799	AOGC01085274.1	NW_013192873.1	210	7204
C17329699	AOGC01085275.1	NW_013192868.1	210	7205
C17329675	AOGC01085276.1	NW_013192857.1	210	7206
C17329783	AOGC01085277.1	NW_013192851.1	210	7207
C17330045	AOGC01085278.1	NW_013192859.1	210	7208
C17330233	AOGC01085279.1	NW_013192846.1	210	7209
C17330255	AOGC01085280.1	NW_013192858.1	210	7210
C17330215	AOGC01085281.1	NW_013192865.1	210	7211
C17330359	AOGC01085282.1	NW_013192864.1	210	7212
C17330253	AOGC01085283.1	NW_013192848.1	210	7213
C17330463	AOGC01085284.1	NW_013192862.1	210	7214
C17330493	AOGC01085285.1	NW_013192850.1	210	7215
C17330503	AOGC01085286.1	NW_013192871.1	210	7216
C17330685	AOGC01085287.1	NW_013192849.1	210	7217
C17330673	AOGC01085288.1	NW_013192867.1	210	7218
C17331131	AOGC01085289.1	NW_013192853.1	210	7219
C17331217	AOGC01085290.1	NW_013192855.1	210	7220
C17330465	AOGC01085291.1	NW_013192876.1	210	7221
C17331321	AOGC01085292.1	NW_013192854.1	210	7222
C17331697	AOGC01085293.1	NW_013192872.1	210	7223
C17330753	AOGC01085294.1	NW_013192856.1	210	7224
C17331749	AOGC01085295.1	NW_013192852.1	210	7225
C17331645	AOGC01085296.1	NW_013192860.1	210	7226
C17331275	AOGC01085300.1	NW_013192861.1	210	7227
C17325721	AOGC01085230.1	NW_013192907.1	209	7228
C17325825	AOGC01085231.1	NW_013192884.1	209	7229
C17326009	AOGC01085232.1	NW_013192903.1	209	7230
C17326043	AOGC01085234.1	NW_013192902.1	209	7231
C17326153	AOGC01085235.1	NW_013192906.1	209	7232
C17326385	AOGC01085236.1	NW_013192898.1	209	7233
C17326441	AOGC01085237.1	NW_013192885.1	209	7234
C17326217	AOGC01085238.1	NW_013192887.1	209	7235
C17326461	AOGC01085239.1	NW_013192895.1	209	7236
